service_file,feature_owner,purpose,key_dependencies,edge_functions,database_tables,status,risk_notes
services/supabaseData.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/systemBlueprints.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/teamDemoTemplates.ts,Arsenals / Marketplace,"Bundle, marketplace template, or public page support",Supabase client; localStorage fallback; edge functions where invoked,,arsenals; arsenal_pages; arsenal_products,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/teamSupervisorRuntime.ts,Agents / AI,"Agent, model, provider, AI route, or runtime support",Supabase client; localStorage fallback; edge functions where invoked,,agents; ai_route_events; admin_api_keys,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/teams.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/templateInstaller.ts,Arsenals / Marketplace,"Bundle, marketplace template, or public page support",Supabase client; localStorage fallback; edge functions where invoked,,arsenals; arsenal_pages; arsenal_products,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/tune.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,tune-assist,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/tuneFileTools.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/uploads.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/usail.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/vaultArtifacts.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultBuildActions.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultFlags.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultHuggingFace.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultProofLayer.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultRemoteJobs.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/vaultWorkstation.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/walletDetect.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/web3Auth.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,,varies,inventory_only,Low-risk utility unless called by sensitive flows.
services/webSearch.ts,Integrations,"External connector, OAuth, web search, or integration status",Supabase client; localStorage fallback; edge functions where invoked,web-search,user_oauth_connections; linkedin_autopost_posts,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/webintel.ts,Integrations,"External connector, OAuth, web search, or integration status",Supabase client; localStorage fallback; edge functions where invoked,,user_oauth_connections; linkedin_autopost_posts,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/workspaceConsole.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/workspaceFiles.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/workspaceGateway.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,create-checkout,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/workspacePreview.ts,Vault / Knowledge,"Files, vault, upload, proof, or knowledge support",Supabase client; localStorage fallback; edge functions where invoked,,workspace_files; knowledge_sources,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEngine.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEngineCreate.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEngineModes.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEnginePromptDigest.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zEngineStream.ts,Z-Engine,"Z-Engine generation, mode, streaming, or persistence",Supabase client; localStorage fallback; edge functions where invoked,,z_engine_projects; credit_ledger,inventory_only,"Review for server-side enforcement if this gates paid, credit, provider, or user-data behavior."
services/zenDaily.ts,Platform,Shared platform utility or domain service,Supabase client; localStorage fallback; edge functions where invoked,zen-daily-agent; zen-daily-og-fetch,varies,inventory_only,Low-risk utility unless called by sensitive flows.
